vacancy_name,vacancy_salary,min_salary,max_salary,currency_salary,vacancy_link,vacancy_source
Финансовый аналитик (хеджирование),,,,,https://spb.hh.ru/vacancy/77011229?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Рекламная платформа),,,,,https://spb.hh.ru/vacancy/77063310?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist (-Fintech-),до 250 000 руб.,,250000.0,руб.,https://spb.hh.ru/vacancy/76822951?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела аналитики,,,,,https://spb.hh.ru/vacancy/76477316?from=vacancy_search_list&query=Data+Analyst,hh.ru
Junior developer/data engineer BI,60 000 – 80 000 руб.,60000.0,80000.0,руб.,https://spb.hh.ru/vacancy/76521164?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist ( Аналитик данных ),,,,,https://spb.hh.ru/vacancy/76537732?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист по платному трафику (Middle/Senior),от 90 000 руб.,90000.0,,руб.,https://spb.hh.ru/vacancy/76062575?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик,,,,,https://spb.hh.ru/vacancy/76314650?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/76978301?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/72234474?from=vacancy_search_list&query=Data+Analyst,hh.ru
LTV/CRM-Директор,от 500 000 руб.,500000.0,,руб.,https://spb.hh.ru/vacancy/76902451?from=vacancy_search_list&query=Data+Analyst,hh.ru
System analyst (remote),,,,,https://spb.hh.ru/vacancy/76769868?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer направления разработки витрин данных,,,,,https://spb.hh.ru/vacancy/69418341?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer Lead / Дата инженер,от 300 000 руб.,300000.0,,руб.,https://spb.hh.ru/vacancy/76566894?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер продукта в команду VK Знакомств,,,,,https://spb.hh.ru/vacancy/76996525?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of Customer Experience Analytics,,,,,https://spb.hh.ru/vacancy/76698234?from=vacancy_search_list&query=Data+Analyst,hh.ru
Category manager/Category Lead (DIY),200 000 – 500 000 руб.,200000.0,500000.0,руб.,https://spb.hh.ru/vacancy/76898985?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель Департамента BigData,,,,,https://spb.hh.ru/vacancy/76489346?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of User Acquisition,,,,,https://spb.hh.ru/vacancy/75951716?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший аналитик Департамента анализа розничных рисков,,,,,https://spb.hh.ru/vacancy/73321384?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик по внедрению HR-Tech,,,,,https://spb.hh.ru/vacancy/76977394?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT-аналитик на платформе Greendata,100 000 – 160 000 руб.,100000.0,160000.0,руб.,https://spb.hh.ru/vacancy/76155057?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/76938544?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик-разработчик SQL,,,,,https://spb.hh.ru/vacancy/72029556?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый Аналитик/Web Аналитик [MTS Travel],,,,,https://spb.hh.ru/vacancy/74338400?from=vacancy_search_list&query=Data+Analyst,hh.ru
System Engineer/Analyst (Middle+),,,,,https://spb.hh.ru/vacancy/74093493?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик Jira,,,,,https://spb.hh.ru/vacancy/76821282?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик (Retail Project Office),,,,,https://spb.hh.ru/vacancy/72414326?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик UCMDB (дискавери и интеграции),,,,,https://spb.hh.ru/vacancy/76842988?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес / Системный аналитик,,,,,https://spb.hh.ru/vacancy/76150080?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик в команду сбора статистики,,,,,https://spb.hh.ru/vacancy/75783684?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетинговый аналитик,,,,,https://spb.hh.ru/vacancy/71715375?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер по сопровождению аналитических систем (направление МСФО),,,,,https://spb.hh.ru/vacancy/76161607?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор КХД — Группа технологической стратегии и трансформации,,,,,https://spb.hh.ru/vacancy/76674121?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Systems Analyst (EDI),,,,,https://spb.hh.ru/vacancy/76163471?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/76988659?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data инженер / Data Science (Автоматизация и аналитика корпоративного бизнеса),,,,,https://spb.hh.ru/vacancy/76241177?from=vacancy_search_list&query=Data+Analyst,hh.ru
Web аналитик,,,,,https://spb.hh.ru/vacancy/73117108?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (СберИнвестор),,,,,https://spb.hh.ru/vacancy/77003337?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший аналитик,,,,,https://spb.hh.ru/vacancy/76659362?from=vacancy_search_list&query=Data+Analyst,hh.ru
Financial Analyst,,,,,https://spb.hh.ru/vacancy/75530989?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/76210950?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных,,,,,https://spb.hh.ru/vacancy/76240797?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team lead BI,,,,,https://spb.hh.ru/vacancy/75828366?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления качества данных,,,,,https://spb.hh.ru/vacancy/76929318?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик для игровой витрины,,,,,https://spb.hh.ru/vacancy/76732167?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный интегратор,до 250 000 руб.,,250000.0,руб.,https://spb.hh.ru/vacancy/76827457?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Бизнес-аналитик / Пресейл-менеджер (BI,Data Governance, Data Quality, Big Data,Machine Learning)",,,,,https://spb.hh.ru/vacancy/76084103?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle QA Engineer на продукт Data Virtualization (Big Data),,,,,https://spb.hh.ru/vacancy/76921544?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетинговый аналитик,,,,,https://spb.hh.ru/vacancy/76236406?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project manager в отдел CRM-маркетинга,,,,,https://spb.hh.ru/vacancy/76579316?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик финансовых рынков,,,,,https://spb.hh.ru/vacancy/76595346?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Аналитик / Senior Data Science (Москва),,,,,https://spb.hh.ru/vacancy/75601449?from=vacancy_search_list&query=Data+Analyst,hh.ru
Настоящий аналитик,,,,,https://spb.hh.ru/vacancy/71752191?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior / Investment Analyst / Leading Investment Company,,,,,https://spb.hh.ru/vacancy/76918209?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Android developer на продукт МТС Аналитика (Big Data),,,,,https://spb.hh.ru/vacancy/76266690?from=vacancy_search_list&query=Data+Analyst,hh.ru
UX Senior Researcher,,,,,https://spb.hh.ru/vacancy/76458814?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик в команду сбора статистики,,,,,https://spb.hh.ru/vacancy/75783682?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product manager,до 200 000 руб.,,200000.0,руб.,https://spb.hh.ru/vacancy/75875405?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior System Analyst (blockchain),150 000 – 250 000 руб.,150000.0,250000.0,руб.,https://spb.hh.ru/vacancy/76414970?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,от 80 000 руб.,80000.0,,руб.,https://spb.hh.ru/vacancy/74410503?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик Oracle PL/SQL (FinTech remote),,,,,https://spb.hh.ru/vacancy/76113374?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик DWH,,,,,https://spb.hh.ru/vacancy/76715546?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product manager / Product owner (Cloud),,,,,https://spb.hh.ru/vacancy/76961088?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/74007862?from=vacancy_search_list&query=Data+Analyst,hh.ru
CPO (Chief Product Officer),,,,,https://spb.hh.ru/vacancy/76858459?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Senior Data Scientist (""Платформа экспериментов"")",,,,,https://spb.hh.ru/vacancy/75864257?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик интеграционных решений,,,,,https://spb.hh.ru/vacancy/76924736?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Owner,,,,,https://spb.hh.ru/vacancy/76822029?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76851673?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Senior Data Scientist (""Платформа экспериментов"")",,,,,https://spb.hh.ru/vacancy/75863558?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик Глоссария Банка,,,,,https://spb.hh.ru/vacancy/72468671?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер сопровождения Сервиса Управления Данными (Data Governance),,,,,https://spb.hh.ru/vacancy/76921416?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT Аналитик,,,,,https://spb.hh.ru/vacancy/72717109?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик (группа анализа данных),,,,,https://spb.hh.ru/vacancy/76607292?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик в сфере betting/gambling,,,,,https://spb.hh.ru/vacancy/74374531?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-архитектор ( HR Tech),,,,,https://spb.hh.ru/vacancy/76977219?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик (аналитическая отчетность),,,,,https://spb.hh.ru/vacancy/76449041?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер продукта (SaaS кредитный скоринг),,,,,https://spb.hh.ru/vacancy/76534673?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий системный аналитик,,,,,https://spb.hh.ru/vacancy/72105641?from=vacancy_search_list&query=Data+Analyst,hh.ru
Innovations Manager,,,,,https://spb.hh.ru/vacancy/76670553?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Owner,,,,,https://spb.hh.ru/vacancy/76822028?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business planning analyst (Корпоративно-инвестиционный бизнес ВТБ),,,,,https://spb.hh.ru/vacancy/76780941?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер данных (Data Engineer),,,,,https://spb.hh.ru/vacancy/76789901?from=vacancy_search_list&query=Data+Analyst,hh.ru
Junior Data аналитик (Департамент противодействия мошенничеству),,,,,https://spb.hh.ru/vacancy/76272398?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по аналитике и данным,,,,,https://spb.hh.ru/vacancy/76847778?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по работе с данными (CDO),,,,,https://spb.hh.ru/vacancy/69022955?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer (направление предиктивной аналитики),,,,,https://spb.hh.ru/vacancy/76521055?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик DWH,,,,,https://spb.hh.ru/vacancy/74291253?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (Рекламные технологии),,,,,https://spb.hh.ru/vacancy/76453041?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist в направление рекламной платформы RnD (Big Data),,,,,https://spb.hh.ru/vacancy/74317205?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/75716229?from=vacancy_search_list&query=Data+Analyst,hh.ru
Technical Program Manager,,,,,https://spb.hh.ru/vacancy/76942232?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик (качество данных\Data quality),,,,,https://spb.hh.ru/vacancy/72750262?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер по тестированию (речевая аналитика),,,,,https://spb.hh.ru/vacancy/76970847?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (направление Страхование),,,,,https://spb.hh.ru/vacancy/67289531?from=vacancy_search_list&query=Data+Analyst,hh.ru
Media Strategist / Senior (Starlink),,,,,https://spb.hh.ru/vacancy/76934015?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик 1С,,,,,https://spb.hh.ru/vacancy/75521487?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer,250 000 – 300 000 руб.,250000.0,300000.0,руб.,https://spb.hh.ru/vacancy/73453736?from=vacancy_search_list&query=Data+Analyst,hh.ru
Digital маркетолог для монобрендовой сети магазинов,,,,,https://spb.hh.ru/vacancy/72179424?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист по исследованиям пользовательского опыта,,,,,https://spb.hh.ru/vacancy/76783631?from=vacancy_search_list&query=Data+Analyst,hh.ru
Web-аналитик в продуктовой IT-компании,90 000 – 150 000 руб.,90000.0,150000.0,руб.,https://spb.hh.ru/vacancy/74143695?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий системный аналитик,,,,,https://spb.hh.ru/vacancy/72105640?from=vacancy_search_list&query=Data+Analyst,hh.ru
Финансовый аналитик,,,,,https://spb.hh.ru/vacancy/76884184?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer в блок Управление Благосостоянием,,,,,https://spb.hh.ru/vacancy/76830296?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий продуктовый аналитик,,,,,https://spb.hh.ru/vacancy/76676256?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель аналитики (Почта),,,,,https://spb.hh.ru/vacancy/76739863?from=vacancy_search_list&query=Data+Analyst,hh.ru
DWH разработчик / DWH инженер / Data Engineer,от 110 000 руб.,110000.0,,руб.,https://spb.hh.ru/vacancy/76291842?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик по планированию и улучшению цепи поставок,,,,,https://spb.hh.ru/vacancy/66658022?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик службы заботы о клиентах,,,,,https://spb.hh.ru/vacancy/76112557?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist (Rec. system),,,,,https://spb.hh.ru/vacancy/73596842?from=vacancy_search_list&query=Data+Analyst,hh.ru
Analytics Engineer,,,,,https://spb.hh.ru/vacancy/76515252?from=vacancy_search_list&query=Data+Analyst,hh.ru
CPO (Chief Product Officer),,,,,https://spb.hh.ru/vacancy/76733933?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных,,,,,https://spb.hh.ru/vacancy/76161433?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer,250 000 – 300 000 руб.,250000.0,300000.0,руб.,https://spb.hh.ru/vacancy/73453345?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product owner,,,,,https://spb.hh.ru/vacancy/76940836?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Brokerage),,,,,https://spb.hh.ru/vacancy/76867706?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engeneer,,,,,https://spb.hh.ru/vacancy/76418873?from=vacancy_search_list&query=Data+Analyst,hh.ru
Digital project-manager (удаленно),,,,,https://spb.hh.ru/vacancy/76123015?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product manager (Self Service),,,,,https://spb.hh.ru/vacancy/76870487?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик DWH,,,,,https://spb.hh.ru/vacancy/72234448?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer,250 000 – 300 000 руб.,250000.0,300000.0,руб.,https://spb.hh.ru/vacancy/73453184?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог-аналитик / веб аналитик / ecom аналитик,,,,,https://spb.hh.ru/vacancy/76105899?from=vacancy_search_list&query=Data+Analyst,hh.ru
Портфельный риск-менеджер,,,,,https://spb.hh.ru/vacancy/75749076?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project Manager,,,,,https://spb.hh.ru/vacancy/75572014?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Manager (Монетизация),,,,,https://spb.hh.ru/vacancy/74074509?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик (compliance),,,,,https://spb.hh.ru/vacancy/68345490?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/76478990?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик центра мониторинга чрезвычайных и нештатных ситуаций,,,,,https://spb.hh.ru/vacancy/76661933?from=vacancy_search_list&query=Data+Analyst,hh.ru
ML-разработчик (Data Scientist),,,,,https://spb.hh.ru/vacancy/73406909?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий системный аналитик,,,,,https://spb.hh.ru/vacancy/72105642?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель дирекции клиентской аналитики и математического моделирования,,,,,https://spb.hh.ru/vacancy/73901496?from=vacancy_search_list&query=Data+Analyst,hh.ru
ML Team Lead на продукт MTS Travel (Big Data),,,,,https://spb.hh.ru/vacancy/76420732?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/73351033?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Python разработчик,,,,,https://spb.hh.ru/vacancy/76287212?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик/Аналитик SQL,,,,,https://spb.hh.ru/vacancy/70044985?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76693962?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior CRM-аналитик (удаленная работа),,,,,https://spb.hh.ru/vacancy/76336193?from=vacancy_search_list&query=Data+Analyst,hh.ru
Владелец продукта «данные» (Data product owner),,,,,https://spb.hh.ru/vacancy/76095839?from=vacancy_search_list&query=Data+Analyst,hh.ru
Финансовый аналитик региональных продаж,от 80 000 руб.,80000.0,,руб.,https://spb.hh.ru/vacancy/75938152?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор DWH,,,,,https://spb.hh.ru/vacancy/76781621?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product owner (EdTech),,,,,https://spb.hh.ru/vacancy/76488510?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/67996146?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления отчетности,,,,,https://spb.hh.ru/vacancy/75943817?from=vacancy_search_list&query=Data+Analyst,hh.ru
Главный аналитик,,,,,https://spb.hh.ru/vacancy/76377984?from=vacancy_search_list&query=Data+Analyst,hh.ru
Веб-аналитик,,,,,https://spb.hh.ru/vacancy/74943842?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Steward (МТС еСпортс),,,,,https://spb.hh.ru/vacancy/76738932?from=vacancy_search_list&query=Data+Analyst,hh.ru
Заместитель руководителя отдела аналитики,от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/54613980?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead NLP Engineer,,,,,https://spb.hh.ru/vacancy/76822349?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/68227512?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer (Team Lead),от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/73225028?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер по машинному обучению,,,,,https://spb.hh.ru/vacancy/68352725?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/76450276?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший продуктовый аналитик (AdTech),,,,,https://spb.hh.ru/vacancy/72985700?from=vacancy_search_list&query=Data+Analyst,hh.ru
Процессный Аналитик / Методолог,,,,,https://spb.hh.ru/vacancy/73472740?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Разработчик Go, Анализ текста (DS/NLP)",,,,,https://spb.hh.ru/vacancy/75886390?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий портфельный риск-менеджер (Управление кредитных рисков МСБ),,,,,https://spb.hh.ru/vacancy/74369440?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer (команда ленты и рекомендаций),,,,,https://spb.hh.ru/vacancy/76349577?from=vacancy_search_list&query=Data+Analyst,hh.ru
Тим лид/Руководитель группы BI-аналитиков,,,,,https://spb.hh.ru/vacancy/75629189?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle/Senior Data Scientist (скоринговые модели),,,,,https://spb.hh.ru/vacancy/76434651?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Senior Product Manager, RX",,,,,https://spb.hh.ru/vacancy/73460934?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик рисков,,,,,https://spb.hh.ru/vacancy/74104925?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Hadoop),,,,,https://spb.hh.ru/vacancy/76429862?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle Системный аналитик в МТС FIX (Big Data),,,,,https://spb.hh.ru/vacancy/76438357?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle Product Manager,,,,,https://spb.hh.ru/vacancy/76788376?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик в образовательной деятельности,,,,,https://spb.hh.ru/vacancy/76704767?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик DWH в финансовой сфере,,,,,https://spb.hh.ru/vacancy/75941178?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по лояльности и CRM,,,,,https://spb.hh.ru/vacancy/71051634?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer (команда ленты и рекомендаций),,,,,https://spb.hh.ru/vacancy/76349576?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик Hadoop Big Data (стрим Витрины ПИК),,,,,https://spb.hh.ru/vacancy/76568140?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик ETL процессов,,,,,https://spb.hh.ru/vacancy/76072281?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Owner в платформу MLOps (Big Data),,,,,https://spb.hh.ru/vacancy/76393666?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/75521292?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Руководитель продуктовой аналитики в направление ""Работодатели""",,,,,https://spb.hh.ru/vacancy/76045107?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель команды разработки в Департамент управления и развития клиентской базы,,,,,https://spb.hh.ru/vacancy/76228954?from=vacancy_search_list&query=Data+Analyst,hh.ru
Дата аналитик (корпоративные финансы),,,,,https://spb.hh.ru/vacancy/76138512?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор ETL/Data Engineer Tech Lead,,,,,https://spb.hh.ru/vacancy/76704737?from=vacancy_search_list&query=Data+Analyst,hh.ru
Tech Lead Machine Learning,,,,,https://spb.hh.ru/vacancy/74418967?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор в МТС Аналитику (Big Data),,,,,https://spb.hh.ru/vacancy/73334274?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных (е-commerce направление),,,,,https://spb.hh.ru/vacancy/76158871?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle Data Scientist,,,,,https://spb.hh.ru/vacancy/76110048?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик по интеграции данных (Разработчик SQL),,,,,https://spb.hh.ru/vacancy/76213616?from=vacancy_search_list&query=Data+Analyst,hh.ru
TechLead Research Engineer (NLP/Speech),300 000 – 400 000 руб.,300000.0,400000.0,руб.,https://spb.hh.ru/vacancy/54372019?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Data Engineer, Логистика, Отдел инфраструктуры и качества данных",,,,,https://spb.hh.ru/vacancy/76585816?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик (Senior),от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/75987776?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог-аналитик (Сколково),от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/76352435?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий DevOps-инженер (Data Engineer),,,,,https://spb.hh.ru/vacancy/75557577?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый эксперт / Категорийный менеджер,100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://spb.hh.ru/vacancy/76286067?from=vacancy_search_list&query=Data+Analyst,hh.ru
ИТ-Лидер команды аналитики (направление Состоятельные клиенты),,,,,https://spb.hh.ru/vacancy/76281065?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Manager,,,,,https://spb.hh.ru/vacancy/76438602?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый эксперт / Категорийный менеджер,100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://spb.hh.ru/vacancy/76286068?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data engineer,,,,,https://spb.hh.ru/vacancy/72211424?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/76404055?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/76334330?from=vacancy_search_list&query=Data+Analyst,hh.ru
UX Researcher,,,,,https://spb.hh.ru/vacancy/76568441?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (DWH),,,,,https://spb.hh.ru/vacancy/76342815?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/76334224?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик DWH (Oracle/PostgreSQL),,,,,https://spb.hh.ru/vacancy/76469906?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist NLP,,,,,https://spb.hh.ru/vacancy/76092704?from=vacancy_search_list&query=Data+Analyst,hh.ru
Тестировщик ПО/QA-инженер,60 000 – 100 000 руб.,60000.0,100000.0,руб.,https://spb.hh.ru/vacancy/76506990?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer,,,,,https://spb.hh.ru/vacancy/76221565?from=vacancy_search_list&query=Data+Analyst,hh.ru
